period,Ygrowth,GCgrowth,Cgrowth,GIgrowth,Igrowth,wgrowth,N,pi,RB,TOP10Ishare,TOP10Wshare
2015-04-01,0.0020290635635119908,2.2082533442423658e-4,0.004656406104300104,-0.014105714361755757,-0.0020367093812367638,7.64766697273028e-4,0.04022863507125596,9.04917158781585e-4,-0.005650524317330885,NaN,NaN
2015-07-01,6.787993455378621e-4,0.001398885767172277,-5.55326848757331e-4,0.0076324011798268015,0.0025740536565823906,0.0030428477741431367,0.03630325917137167,-0.0022918532030478302,-0.005702966567703463,NaN,NaN
2015-10-01,0.007113056102990989,0.0108126810461051,5.522034953199589e-4,0.07356025743653086,0.013661077605543274,0.002273566452469605,0.036662115185881916,-0.00302452641046049,-0.005856762022248918,NaN,NaN
2016-01-01,-0.014240333207071819,-0.016451484308301245,-0.018084043905243062,-0.005659177513408472,-0.0014594641095832825,-0.01746248069532182,0.0249626526547031,-0.0016808877640470867,-0.00610057653837795,0.09357014061722113,0.018739242821715796
2016-04-01,2.581210445526177e-4,0.005974947613989858,0.0015298932023214756,-0.052213297349966464,-0.002873889084209021,0.0030479779540684535,0.029502504471102142,-0.001660785548663243,-0.006279338945325841,NaN,NaN
2016-07-01,0.004821385993473293,7.589415464870257e-4,0.003981384524693355,0.007648546018102857,0.011403654593066496,9.114755238748659e-4,0.03285108705530426,-0.003258392705397314,-0.006379216567703462,NaN,NaN
2016-10-01,0.0032716862673004892,4.36707760239176e-4,0.00460073720391111,0.012321783586183103,0.0010327798874074903,0.0065032086514414215,0.03236964540808618,-0.0015301541454282499,-0.006414972959748917,NaN,NaN
2017-01-01,0.0041735367664443085,0.0014778354768594142,0.0028715467465518013,0.01372640191770949,0.009660239496313698,0.002113881645119203,0.03784728489756706,-0.002160811189782416,-0.0064533389453258405,0.08566704363429378,0.017033630946522327
2017-04-01,0.010451416534991077,0.0032302317716765743,0.007906557502713442,0.049606724036921374,0.02048904866547299,2.9965572215611986e-5,0.04478758274439265,-5.572855902032017e-4,-0.006458560409345692,NaN,NaN
2017-07-01,-0.009339538080738029,-0.009688503308303408,-0.0117410618595147,-0.014388603338435032,-0.0012320380108334658,-0.010792204882935825,0.04037809710695495,2.442474029451334e-4,-0.00645780048378738,NaN,NaN
